,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_range,monthlycharges_range
776,Female,0,Yes,Yes,3,No,No,Yes,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.29999923706055,9020.05,No,1 - 12,41 - 60
777,Male,0,No,No,2,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,108040.0604090909,Yes,1 - 12,81 - 100
778,Female,0,Yes,No,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.0,60105020.02090908,No,49 - 60,101 - 120
779,Male,0,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.349998474121094,8090.05,Yes,1 - 12,41 - 60
780,Male,0,Yes,Yes,71,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.3499984741211,50105040.05,No,61 - 72,61 - 80
781,Female,0,Yes,Yes,5,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.79999923706055,202000.0404090909,No,1 - 12,41 - 60
782,Male,0,Yes,Yes,27,Yes,No,Yes,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,10501000.030000001,No,25 - 36,41 - 60
783,Female,0,No,No,1,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.20000076293945,5020.02,Yes,1 - 12,41 - 60
784,Male,0,No,Yes,63,No,No,Yes,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.599998474121094,20508080.09040909,No,61 - 72,41 - 60
785,Female,1,No,No,46,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,40807040.07090908,Yes,37 - 48,101 - 120
786,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.29999923706055,30908030.060000002,No,61 - 72,41 - 60
787,Female,0,Yes,No,34,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.849998474121094,20000030.05090909,No,25 - 36,61 - 80
788,Female,0,Yes,Yes,24,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4000015258789,10803020.040000001,No,13 - 24,81 - 100
789,Male,0,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65000152587889,40900080.0205,No,61 - 72,61 - 80
790,Female,0,Yes,Yes,60,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.849998474121094,30509000.01090909,No,49 - 60,61 - 80
791,Male,0,No,No,68,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9000015258789,50002030.0,No,61 - 72,61 - 80
792,Female,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.850000381469727,104060.06000000001,No,1 - 12,1 - 20
793,Female,0,No,Yes,34,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.65000152587889,20303090.03,No,25 - 36,61 - 80
794,Female,0,No,No,6,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,209080.0700000001,No,1 - 12,41 - 60
795,Male,0,Yes,No,2,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.19999694824219,104030.0604090909,No,1 - 12,61 - 80
796,Male,0,No,No,31,Yes,Yes,Yes,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.69999694824219,20504080.06040909,No,25 - 36,81 - 100
797,Female,0,Yes,Yes,20,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.54999923706055,500070.0309090909,No,13 - 24,21 - 40
798,Female,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.0,2000.0,No,1 - 12,21 - 40
799,Male,0,No,No,62,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,60102050.03090909,Yes,61 - 72,101 - 120
800,Female,1,Yes,No,70,Yes,Yes,Yes,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.6500015258789,50401010.03090909,No,61 - 72,61 - 80
801,Female,0,No,No,10,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,10005080.0205,Yes,1 - 12,101 - 120
802,Male,0,Yes,Yes,39,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,23.79999923706055,900030.0709090908,No,37 - 48,21 - 40
803,Female,0,Yes,No,46,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.19999694824219,30000090.05,No,37 - 48,61 - 80
804,Male,0,No,No,6,Yes,No,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.3499984741211,408090.0405000001,Yes,1 - 12,81 - 100
805,Female,0,Yes,Yes,72,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.80000305175781,50406080.04050001,No,61 - 72,61 - 80
806,Male,0,No,No,18,Yes,No,Yes,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.20000076293945,10005080.00090909,No,13 - 24,41 - 60
807,Male,0,Yes,No,71,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.5500030517578,70601060.0,No,61 - 72,101 - 120
808,Male,0,Yes,No,40,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3000030517578,40101030.01,Yes,37 - 48,101 - 120
809,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55000305175781,6090.050500000003,Yes,1 - 12,61 - 80
810,Male,0,No,No,58,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,60001070.06040909,Yes,49 - 60,101 - 120
811,Male,0,No,No,70,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,70205000.01040909,Yes,61 - 72,101 - 120
812,Female,0,Yes,No,42,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,25.25,10100080.01090909,No,37 - 48,21 - 40
813,Male,0,Yes,Yes,34,No,No,Yes,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.399999618530273,903080.0605000003,No,25 - 36,21 - 40
814,Male,1,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.049999237060547,9040.0105,No,1 - 12,21 - 40
815,Female,0,No,No,25,Yes,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.5999984741211,20008080.0005,No,25 - 36,81 - 100
816,Female,0,No,No,2,Yes,No,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.19999694824219,107080.06090909091,Yes,1 - 12,81 - 100
817,Female,0,Yes,Yes,55,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.6999969482422,50605060.0705,No,49 - 60,101 - 120
818,Male,0,Yes,No,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.1999969482422,20301070.01,Yes,13 - 24,101 - 120
819,Male,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.0,50908060.04050001,No,61 - 72,81 - 100
820,Female,0,Yes,No,61,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.3499984741211,60705010.0305,No,61 - 72,101 - 120
821,Male,0,Yes,Yes,43,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.1500015258789,30506060.060000002,No,37 - 48,81 - 100
822,Male,0,No,No,47,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.0999984741211,40808090.02090908,No,37 - 48,101 - 120
823,Male,0,No,No,5,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95000076293945,301080.01,No,1 - 12,61 - 80
824,Female,0,No,No,62,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.79999923706055,10506030.09040909,No,61 - 72,21 - 40
825,Female,0,Yes,Yes,16,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.44999694824219,10403000.0205,Yes,13 - 24,81 - 100
826,Male,1,Yes,No,7,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5999984741211,604040.0304090907,Yes,1 - 12,81 - 100
827,Female,0,Yes,Yes,14,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.54999923706055,307020.0405000001,No,13 - 24,21 - 40
828,Male,0,Yes,Yes,60,Yes,No,Yes,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.9499969482422,50405030.03090909,Yes,49 - 60,81 - 100
829,Male,0,Yes,Yes,34,No,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.849998474121094,10404020.05090909,No,25 - 36,41 - 60
830,Female,0,Yes,No,50,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.5500030517578,50601000.07000001,Yes,49 - 60,101 - 120
831,Male,0,Yes,Yes,38,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.04999923706055,906030.0905,No,37 - 48,21 - 40
832,Female,0,Yes,Yes,70,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.0999984741211,50202020.02090908,No,61 - 72,61 - 80
833,Female,0,Yes,Yes,37,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.80000305175781,30304000.0505,No,37 - 48,81 - 100
834,Female,1,No,No,4,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.8499984741211,209020.0709090908,Yes,1 - 12,81 - 100
835,Male,1,Yes,Yes,60,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,50707040.05040908,No,49 - 60,81 - 100
836,Male,0,Yes,Yes,62,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4000015258789,40408070.02090908,No,61 - 72,61 - 80
837,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.400001525878906,4040.040000000001,Yes,1 - 12,41 - 60
838,Male,0,No,No,36,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.19999694824219,20805040.09040909,No,25 - 36,81 - 100
839,Male,0,No,No,44,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.399999618530273,900050.0504090908,No,37 - 48,21 - 40
840,Female,1,No,No,55,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,50500090.02090908,Yes,49 - 60,101 - 120
841,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,70508090.07090908,No,61 - 72,101 - 120
842,Female,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.799999237060547,202090.06,Yes,1 - 12,1 - 20
843,Female,0,No,No,13,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85000038146973,309040.01,No,13 - 24,21 - 40
844,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9000015258789,8090.090000000001,Yes,1 - 12,81 - 100
845,Female,0,Yes,Yes,15,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.549999237060547,209050.0905000001,No,13 - 24,21 - 40
846,Female,0,No,No,65,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.8499984741211,50405090.02000001,No,61 - 72,81 - 100
847,Female,0,Yes,Yes,12,No,No,Yes,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.150001525878906,404040.0705,No,1 - 12,21 - 40
848,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.0,60708020.01040909,No,61 - 72,81 - 100
849,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.80000305175781,60501000.04050001,No,61 - 72,81 - 100
850,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8000030517578,80407060.05,No,61 - 72,
851,Male,0,No,Yes,52,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.1500015258789,40406010.0805,No,49 - 60,81 - 100
852,Male,0,No,No,2,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.85000038146973,6020.0,No,1 - 12,21 - 40
853,Female,0,No,No,5,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.34999847412111,305020.0604090909,No,1 - 12,61 - 80
854,Female,0,No,No,68,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.5,10402040.09,No,61 - 72,21 - 40
855,Female,0,No,Yes,62,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.1500015258789,60401030.06040909,Yes,61 - 72,101 - 120
856,Male,0,No,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05000305175781,60300090.06040909,No,61 - 72,81 - 100
857,Male,0,No,No,1,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.79999923706055,5000.070909090909,Yes,1 - 12,41 - 60
858,Female,0,Yes,No,66,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.0,50809080.06,No,61 - 72,81 - 100
859,Male,0,Yes,Yes,72,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.80000305175781,40701090.0705,No,61 - 72,61 - 80
860,Male,0,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.799999237060547,405070.0209090908,No,25 - 36,1 - 20
861,Male,0,Yes,Yes,64,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4000015258789,50802020.02090908,No,61 - 72,81 - 100
862,Male,1,Yes,No,20,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.6500015258789,10406030.05,Yes,13 - 24,61 - 80
863,Female,0,No,No,3,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0999984741211,300070.0309090909,Yes,1 - 12,81 - 100
864,Male,0,No,No,22,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.6500015258789,20100040.0505,Yes,13 - 24,81 - 100
865,Male,0,Yes,No,4,Yes,No,Yes,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.5999984741211,301090.0104090909,Yes,1 - 12,81 - 100
866,Male,0,Yes,No,62,No,No,Yes,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,20303070.04040909,No,61 - 72,41 - 60
867,Female,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.5,100040.03,No,1 - 12,21 - 40
868,Male,0,Yes,No,59,Yes,Yes,Yes,No,No,No,No,No,Yes,One year,No,Electronic check,85.55000305175781,50008040.06040909,Yes,49 - 60,81 - 100
869,Male,0,No,Yes,3,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,26.399999618530273,102010.0205,No,1 - 12,21 - 40
870,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.1999969482422,70001050.08090909,No,61 - 72,101 - 120
871,Male,0,Yes,Yes,57,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.5500030517578,50509080.0,No,49 - 60,101 - 120
872,Male,0,No,Yes,66,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.950000762939453,10206090.00090909,No,61 - 72,1 - 20
873,Female,0,No,No,60,No,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.79999923706055,30002070.03090909,Yes,49 - 60,41 - 60
874,Male,0,No,Yes,45,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.6999969482422,40603040.0305,No,37 - 48,101 - 120
875,Female,0,No,No,3,No,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.799999237060554,101030.0904090909,No,1 - 12,21 - 40
876,Female,0,No,No,15,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.0999984741211,10508020.0705,Yes,13 - 24,101 - 120
877,Female,0,No,Yes,51,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.1500015258789,30007070.0,No,49 - 60,61 - 80
878,Female,0,No,No,60,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,40003090.05,No,49 - 60,61 - 80
879,Male,0,No,No,33,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.6500015258789,10606050.01090909,No,25 - 36,41 - 60
880,Male,0,No,No,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.0999984741211,10004030.030000001,Yes,1 - 12,101 - 120
881,Male,1,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.299999237060547,500040.0200000001,No,25 - 36,1 - 20
882,Female,0,No,No,6,Yes,No,Yes,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9000015258789,409070.0504090908,Yes,1 - 12,81 - 100
883,Female,0,Yes,No,67,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,70501010.06040908,No,61 - 72,101 - 120
884,Female,0,Yes,Yes,49,No,No,Yes,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.79999923706055,10708020.0,No,49 - 60,21 - 40
885,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.049999237060547,2000.000409090909,No,1 - 12,21 - 40
886,Female,1,No,No,7,Yes,No,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3499984741211,600090.0605000003,No,1 - 12,81 - 100
887,Female,1,No,No,27,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,20805070.060000002,No,25 - 36,101 - 120
888,Male,0,Yes,Yes,37,Yes,No,Yes,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.1999969482422,30204070.0505,No,37 - 48,81 - 100
889,Female,0,Yes,Yes,63,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.5500030517578,60201050.0305,Yes,61 - 72,101 - 120
890,Male,0,Yes,Yes,31,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.30000305175781,20802030.0,No,25 - 36,81 - 100
891,Male,0,Yes,Yes,50,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8499984741211,50001070.08090909,Yes,49 - 60,101 - 120
892,Male,1,No,No,32,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.0999984741211,20601090.0205,No,25 - 36,81 - 100
893,Female,0,No,No,1,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.60000038146973,2040.06,Yes,1 - 12,21 - 40
894,Female,0,Yes,No,63,Yes,Yes,Yes,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.19999694824219,40906050.01,No,61 - 72,81 - 100
895,Male,0,No,No,30,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3000030517578,20607090.06090909,No,25 - 36,81 - 100
896,Male,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.0999984741211,80301000.05040908,No,61 - 72,
897,Female,0,No,No,53,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.5500030517578,50608020.0205,No,49 - 60,101 - 120
898,Female,0,No,No,12,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9000015258789,10102000.09040909,Yes,1 - 12,101 - 120
899,Male,0,Yes,No,50,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.4000015258789,40901040.08090909,No,49 - 60,81 - 100
900,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.5,2070.050409090909,No,1 - 12,1 - 20
901,Female,0,No,No,9,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3000030517578,902030.05,Yes,1 - 12,101 - 120
902,Male,0,No,No,17,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.8499984741211,10602050.0605,Yes,13 - 24,81 - 100
903,Female,0,Yes,No,56,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.5999984741211,60006080.06040909,No,49 - 60,101 - 120
904,Male,0,Yes,Yes,67,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.3499984741211,50309080.06,No,61 - 72,81 - 100
905,Male,1,No,No,9,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,901080.0509090907,Yes,1 - 12,101 - 120
906,Male,0,No,No,4,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4000015258789,203040.0805,No,1 - 12,41 - 60
907,Male,0,No,No,19,Yes,No,Yes,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.34999847412111,10203010.080409091,No,13 - 24,61 - 80
908,Female,0,No,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.950000762939453,107000.0809090909,No,1 - 12,1 - 20
909,Female,0,No,No,71,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,70908040.01040909,No,61 - 72,101 - 120
910,Male,1,No,No,10,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.8499984741211,608080.0605000003,Yes,1 - 12,61 - 80
911,Female,1,No,No,15,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,10208080.030000001,No,13 - 24,81 - 100
912,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0999984741211,70804080.05,No,61 - 72,101 - 120
913,Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.049999237060547,206070.0,No,1 - 12,21 - 40
914,Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.20000076293945,10709080.09,No,61 - 72,21 - 40
915,Male,1,Yes,No,1,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55000305175781,7030.050500000003,Yes,1 - 12,61 - 80
916,Female,1,No,No,23,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4000015258789,10604030.0505,No,13 - 24,61 - 80
917,Male,0,No,No,72,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55000305175781,40800070.04050001,No,61 - 72,61 - 80
918,Female,0,No,No,26,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.69999694824219,20109030.0,No,25 - 36,81 - 100
919,Female,0,No,No,21,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.5500030517578,20203090.03090909,No,13 - 24,101 - 120
920,Male,0,Yes,No,60,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.149999618530273,10500050.09,No,49 - 60,21 - 40
921,Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.450000762939453,205050.0305,No,1 - 12,21 - 40
922,Male,0,Yes,No,16,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4000015258789,10108090.040000001,No,13 - 24,61 - 80
923,Female,0,Yes,No,63,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.69999694824219,40708060.01040909,No,61 - 72,81 - 100
924,Female,1,No,No,22,Yes,No,Yes,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.69999694824219,10802000.09,No,13 - 24,81 - 100
925,Female,0,Yes,Yes,32,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.30000305175781,20400040.01040909,No,25 - 36,61 - 80
926,Female,1,No,No,3,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4000015258789,200050.0005,Yes,1 - 12,81 - 100
927,Female,0,No,No,13,Yes,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.1500015258789,905020.0209090908,Yes,13 - 24,81 - 100
928,Female,0,Yes,Yes,68,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,70003090.04050002,No,61 - 72,101 - 120
929,Female,0,Yes,Yes,30,Yes,No,Yes,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.44999694824219,20503080.0005,No,25 - 36,81 - 100
930,Female,0,No,No,16,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0999984741211,10201020.080409091,No,13 - 24,61 - 80
931,Male,0,No,No,33,Yes,No,Yes,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.5999984741211,20605010.01,No,25 - 36,81 - 100
932,Male,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.299999237060547,10300040.08,No,61 - 72,1 - 20
933,Female,1,No,No,4,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5999984741211,306000.01,Yes,1 - 12,81 - 100
